# {"t_start": 1680764509.8085835, "env_id": "MsPacmanNoFrameskip-v4"} 
r,l,t273.0,597,3.549664
161030.0,1044,13.123169
480.0,817,16.601269
380.0,461,18.541701
260.0,340,20.048305
1930.0,1974,32.6922
330.0,311,53.99529
530.0,716,111.276786
880.0,1022,185.721184
1180.0,957,253.522269
680.0,785,321.244668
680.0,647,364.323759
1180.0,1408,468.456765
230.0,279,484.67913
1300.0,1289,576.50749
1180.0,1299,681.933933
1340.0,2281,850.684654
1410.0,1244,940.799457
1280.0,2397,1104.415398
1390.0,1530,1202.742639
1280.0,1692,1332.20605
1080.0,1279,1428.304446
730.0,531,1470.020831
510.0,437,1498.364565
530.0,537,1533.127546
530.0,535,1572.296576
1080.0,1486,1673.418577
1650.0,1453,1774.202964
880.0,840,1830.245708
1300.0,2904,2053.187465
530.0,522,2093.275684
730.0,671,2141.71454
630.0,821,2206.244529
210.0,507,2243.808428
530.0,488,2275.074463
1080.0,1115,2342.882075
780.0,463,2377.647011
430.0,587,2422.120839
1350.0,1375,2512.208704
980.0,1106,2588.379047
110.0,229,2601.702764
380.0,512,2632.144734
1300.0,1783,2770.913648
780.0,1466,2880.476277
1370.0,1032,2952.362005
230.0,629,2992.589784
880.0,825,3053.949244
730.0,940,3114.20852
1280.0,1335,3216.317364
1300.0,1219,3294.303029
1340.0,1539,3403.733065
1320.0,1808,3514.717124
1300.0,1730,3622.942715
1030.0,1036,3696.716041
1080.0,851,3749.250709
1030.0,1405,3846.331981
1300.0,1419,3928.078194
680.0,615,3970.110193
780.0,1021,4034.985392
630.0,552,4065.463455
830.0,783,4114.568431
780.0,994,4180.350895
480.0,549,4215.670429
260.0,319,4241.10046
1080.0,727,4291.094049
980.0,1180,4365.580139
1350.0,1918,4489.013666
480.0,566,4520.514754
430.0,582,4552.713045
1300.0,1760,4669.796713
1080.0,967,4726.790374
1080.0,806,4787.464341
1300.0,1330,4872.699367
2130.0,1687,4986.238452
440.0,566,5017.89892
1950.0,3312,5224.931172
1780.0,1483,5323.836343
580.0,548,5348.033079
830.0,345,5363.234035
530.0,465,5383.769676
1080.0,970,5427.389771
530.0,345,5442.499622
630.0,843,5480.465132
830.0,1214,5534.649458
1470.0,1893,5619.254791
680.0,926,5660.055248
1460.0,1640,5737.888688
1180.0,1080,5787.558124
1300.0,2080,5880.771363
480.0,624,5908.335205
880.0,1091,5957.262076
280.0,338,5972.111487
980.0,789,6007.750888
480.0,433,6027.044626
980.0,852,6065.128285
1030.0,1055,6112.398515
1180.0,1758,6199.175678
1280.0,1013,6251.867771
1590.0,1942,6340.217805
680.0,615,6367.743422
980.0,1148,6420.990396
460.0,424,6440.774216
410.0,378,6457.785323
980.0,1067,6506.761834
980.0,857,6546.884806
730.0,521,6570.422907
830.0,730,6605.995553
830.0,757,6640.221012
1410.0,2248,6751.08648
1130.0,918,6793.039773
1560.0,1628,6869.955088
1390.0,5519,7124.960703
1300.0,1579,7203.905973
360.0,502,7228.161785
530.0,380,7245.205903
2450.0,3285,7396.417394
1370.0,2218,7498.691635
1460.0,1179,7554.245909
1370.0,1878,7643.972766
780.0,970,7692.711569
1030.0,1089,7755.964003
530.0,479,7788.316858
2550.0,2667,7932.50803
530.0,704,7965.930824
780.0,682,8003.624442
1320.0,1544,8081.230831
730.0,533,8108.096628
830.0,703,8144.00543
680.0,606,8177.593888
930.0,1049,8236.730923
580.0,496,8260.733027
280.0,598,8297.62236
780.0,620,8334.720655
280.0,538,8370.727224
1680.0,2423,8513.623503
580.0,372,8535.532332
780.0,1120,8595.870574
1280.0,1478,8670.227873
1180.0,981,8726.427927
1320.0,1573,8822.540589
480.0,517,8852.666467
430.0,572,8886.042765
730.0,791,8934.052199
1280.0,979,8988.875822
1180.0,1752,9094.938608
1180.0,1883,9211.434711
780.0,1099,9271.384708
360.0,479,9294.791587
1180.0,1270,9366.536462
1300.0,1327,9438.235185
430.0,508,9464.880246
830.0,736,9503.46217
380.0,568,9536.511169
680.0,653,9575.880028
1280.0,1648,9675.742927
330.0,609,9710.475001
930.0,812,9751.265976
630.0,341,9771.190033
780.0,651,9806.602599
1390.0,926,9858.069557
930.0,911,9910.107678
730.0,857,9954.814667
1580.0,1453,10036.414588
530.0,547,10068.771074
710.0,645,10108.006874
430.0,414,10133.278359
1180.0,1903,10236.866632
880.0,839,10286.548333
580.0,559,10320.396204
880.0,814,10372.614013
1460.0,2176,10510.809537
1430.0,3078,10690.668419
1390.0,1500,10781.564579
560.0,418,10804.216755
460.0,451,10825.366655
1280.0,1212,10891.018704
530.0,568,10921.715526
1320.0,1430,10999.508301
110.0,609,11031.533247
1320.0,1323,11104.699919
330.0,471,11127.427575
1700.0,1295,11194.991265
1030.0,1701,11289.260371
930.0,768,11333.397612
1280.0,2456,11452.548731
730.0,968,11510.802675
330.0,462,11537.514318
630.0,440,11560.324027
1320.0,2114,11673.727692
380.0,406,11694.593824
930.0,679,11728.568264
1300.0,1583,11815.33408
980.0,2246,11939.878646
260.0,575,11967.728401
1280.0,1081,12025.211081
980.0,964,12078.144462
530.0,326,12099.136392
1300.0,1775,12188.546346
1540.0,1532,12261.844779
260.0,298,12279.475178
530.0,503,12307.623038
190.0,444,12333.219052
330.0,565,12364.307096
480.0,464,12385.937962
1180.0,1071,12440.362493
730.0,932,12486.65696
930.0,1025,12534.606014
1320.0,1189,12589.65652
1320.0,2245,12698.429321
930.0,826,12741.448411
430.0,647,12776.455766
1300.0,1524,12863.688166
1560.0,1155,12932.213092
480.0,832,12981.712472
730.0,776,13026.66672
680.0,437,13049.730723
1300.0,1487,13129.039703
1320.0,2318,13257.494347
1360.0,1002,13306.570882
830.0,721,13341.438818
1700.0,1646,13433.691149
380.0,467,13454.615342
430.0,879,13494.424446
630.0,506,13517.109095
1080.0,1015,13562.640239
1280.0,1403,13625.573991
1610.0,2297,13730.398391
680.0,862,13768.963558
580.0,292,13781.676015
1280.0,1410,13845.155371
980.0,1153,13896.870151
1370.0,1973,13985.902634
480.0,481,14007.220609
1300.0,2228,14107.627628
280.0,527,14130.999382
280.0,527,14154.359766
780.0,739,14187.505786
530.0,605,14214.499451
1280.0,1135,14265.196317
680.0,697,14295.800385
1300.0,2745,14418.337907
1410.0,1012,14463.304961
1280.0,1231,14518.099309
1300.0,2748,14640.925894
1280.0,2267,14742.223549
730.0,1138,14799.392437
680.0,545,14827.090334
330.0,555,14853.134934
630.0,783,14895.601682
1390.0,1065,14955.349338
1300.0,1899,15057.57925
1340.0,1671,15151.589516
680.0,834,15201.986206
1300.0,2266,15340.675845
1280.0,1463,15433.532668
480.0,562,15462.889675
880.0,864,15516.727121
1370.0,1605,15604.612503
880.0,830,15650.346794
680.0,609,15683.48037
380.0,571,15716.082352
780.0,856,15771.593283
580.0,566,15807.896085
780.0,814,15849.932261
830.0,1103,15907.099716
680.0,589,15939.800613
310.0,513,15970.722811
480.0,785,16017.215738
1370.0,1831,16121.971822
1280.0,2041,16234.955988
580.0,526,16264.070955
380.0,719,16306.392761
330.0,425,16328.740008
3220.0,2737,16494.358161
530.0,528,16522.101672
1900.0,2782,16666.163702
630.0,645,16702.267923
1620.0,1439,16785.339744
510.0,473,16813.205032
1130.0,1298,16885.572782
330.0,413,16906.673038
730.0,517,16936.334895
290.0,354,16955.650388
1370.0,1423,17046.052454
780.0,834,17097.045699
180.0,370,17116.38256
1440.0,2086,17239.489787
380.0,709,17277.691048
1280.0,2832,17432.825402
380.0,788,17476.339229
880.0,1051,17540.01811
1180.0,1184,17602.117184
480.0,620,17636.543697
330.0,765,17686.650169
1030.0,880,17742.716695
580.0,534,17769.026561
530.0,707,17808.549728
630.0,842,17853.631577
830.0,865,17896.59315
830.0,1389,17972.392771
1130.0,1381,18049.510178
180.0,413,18070.100267
1610.0,2630,18217.223828
680.0,1060,18282.037433
530.0,431,18310.353107
830.0,1179,18374.921078
2280.0,2190,18498.048669
230.0,500,18523.390236
360.0,556,18548.611675
730.0,820,18591.789695
930.0,746,18631.130257
680.0,541,18659.265956
360.0,477,18684.375142
680.0,577,18714.813208
560.0,592,18746.910923
480.0,519,18775.951332
160.0,291,18791.525957
880.0,739,18829.858364
1510.0,1557,18921.441773
880.0,859,18975.229483
380.0,631,19015.900318
1370.0,2283,19138.664347
510.0,410,19166.991442
730.0,763,19215.000217
1300.0,1077,19275.159858
530.0,371,19294.659718
1760.0,1754,19389.144365
430.0,640,19422.47926
510.0,467,19450.099166
780.0,767,19493.719218
1080.0,874,19549.799399
580.0,528,19583.363883
480.0,602,19622.785702
680.0,864,19673.865218
580.0,515,19704.271232
830.0,1360,19778.592707
1370.0,1936,19885.383671
480.0,542,19916.215734
1490.0,1603,20003.281049
1710.0,1878,20110.137438
1430.0,1889,20219.254056
430.0,399,20244.519461
830.0,811,20291.852301
1080.0,910,20337.02964
980.0,1021,20394.396083
1300.0,962,20446.933292
1130.0,859,20496.061321
830.0,935,20544.570892
730.0,644,20575.830819
680.0,857,20623.055049
310.0,569,20654.449167
730.0,1385,20728.406869
430.0,420,20753.733282
730.0,549,20786.09909
280.0,503,20812.905657
230.0,300,20829.365457
980.0,1093,20898.004012
1080.0,1099,20965.098584
480.0,600,21003.090824
480.0,485,21031.50711
480.0,596,21062.668055
1300.0,1592,21144.84303
190.0,240,21159.85947
1080.0,1177,21226.627381
880.0,839,21275.448858
1730.0,1843,21371.846125
1300.0,1915,21474.438575
530.0,564,21505.315654
1280.0,1138,21582.402664
180.0,350,21605.054389
1280.0,2071,21731.546526
1180.0,1697,21823.542705
580.0,559,21853.695873
530.0,884,21904.845835
1300.0,2092,22021.288937
140.0,310,22036.923494
580.0,338,22055.44621
1830.0,1409,22133.268002
610.0,415,22160.678933
1300.0,1775,22264.6429
680.0,824,22311.399825
1080.0,1669,22402.69958
830.0,874,22458.100538
1080.0,1085,22517.201728
530.0,818,22558.535447
430.0,507,22583.756213
930.0,684,22622.537337
830.0,814,22664.234999
1300.0,1998,22780.769263
1300.0,1874,22892.025858
880.0,855,22947.619313
510.0,608,22980.034412
1470.0,2300,23111.974025
580.0,748,23149.865083
680.0,749,23189.017889
880.0,763,23232.563592
530.0,558,23264.226212
1320.0,1397,23346.024521
980.0,1272,23411.766386
380.0,362,23428.245549
330.0,323,23447.261337
510.0,285,23460.82957
1390.0,1692,23565.604439
530.0,658,23606.479778
1830.0,3202,23788.83995
380.0,235,23799.422623
630.0,738,23840.9178
1350.0,1772,23935.977208
1950.0,3178,24134.701671
530.0,1032,24202.090039
830.0,761,24250.093674
980.0,726,24290.476731
730.0,602,24327.114886
1370.0,1376,24412.377906
1080.0,725,24457.817832
980.0,1166,24533.055073
1300.0,915,24591.142821
360.0,588,24626.316289
1300.0,1447,24715.586128
410.0,544,24745.781771
1280.0,1444,24838.310455
630.0,564,24872.057299
730.0,639,24913.587712
430.0,430,24940.794052
1390.0,1818,25054.951918
1600.0,1376,25133.437438
1080.0,1203,25203.71115
1280.0,2277,25348.57964
1300.0,1823,25458.325128
1340.0,1746,25557.905616
430.0,593,25595.614011
380.0,583,25629.174109
680.0,542,25658.831805
580.0,743,25703.033108
1080.0,1696,25808.489843
730.0,679,25849.623428
1530.0,2881,26020.1921
1300.0,1260,26098.62902
880.0,590,26136.38181
780.0,629,26174.935787
730.0,1228,26248.658718
580.0,774,26292.845028
1080.0,982,26350.91931
280.0,675,26392.87627
1080.0,1182,26464.49999
930.0,881,26514.81696
1390.0,1692,26618.155061
730.0,818,26664.927999
1300.0,3573,26889.001747
830.0,744,26930.668975
210.0,286,26947.979764
1900.0,1908,27067.593001
510.0,609,27102.906437
1340.0,1764,27206.847469
310.0,333,27227.491811
1300.0,2003,27353.368434
1280.0,1516,27443.69293
330.0,276,27460.149177
1750.0,2440,27604.538952
1370.0,2423,27741.32678
1350.0,1482,27824.868856
580.0,735,27861.145244
1030.0,1203,27923.714132
780.0,764,27964.444217
1630.0,1288,28030.733033
430.0,628,28064.099101
730.0,524,28088.772027
930.0,1433,28160.002872
680.0,740,28196.460747
1360.0,1568,28279.927046
1280.0,2086,28393.681189
1.467692
273.0,514,15374.372637
294.0,509,15404.657664
189.0,387,15430.380295
315.0,714,15470.369564
189.0,656,15510.246847
231.0,680,15546.201798
294.0,507,15571.806748
189.0,572,15604.329478
210.0,524,15635.773119
189.0,445,15655.802185
252.0,571,15689.477216
273.0,468,15715.965427
189.0,512,15749.735328
273.0,677,15793.360966
168.0,382,15815.393274
189.0,538,15842.472218
147.0,637,15875.407558
378.0,714,15913.148957
483.0,887,15964.85778
189.0,355,15987.317034
336.0,638,16022.951186
189.0,616,16059.984665
168.0,491,16086.963766
189.0,482,16111.720788
210.0,475,16138.137838
210.0,526,16165.033189
231.0,552,16195.69437
252.0,524,16226.173424
357.0,574,16257.332003
189.0,523,16287.308617
210.0,379,16307.754992
189.0,479,16332.768766
210.0,539,16362.423792
189.0,604,16401.314271
231.0,640,16442.184175
315.0,636,16481.455503
231.0,536,16509.557243
168.0,502,16533.983573
210.0,447,16558.742677
210.0,637,16591.53793
294.0,574,16620.317668
189.0,512,16643.301325
168.0,317,16661.332442
189.0,615,16695.306917
147.0,486,16722.41462
273.0,685,16761.119106
294.0,619,16798.217863
252.0,546,16828.716945
252.0,559,16861.677501
336.0,575,16891.936168
168.0,400,16913.688842
231.0,678,16950.634635
210.0,349,16971.125997
294.0,473,17000.590603
231.0,565,17038.18391
210.0,467,17068.872334
252.0,466,17094.350023
336.0,689,17132.130472
189.0,443,17155.922459
210.0,405,17180.827523
378.0,716,17223.351504
231.0,636,17259.262409
126.0,472,17283.729852
189.0,561,17312.993858
231.0,658,17350.617214
189.0,584,17384.508662
252.0,539,17412.335199
420.0,672,17446.538121
315.0,517,17474.272573
273.0,827,17524.518963
210.0,573,17558.505417
210.0,412,17579.529711
252.0,536,17604.411191
189.0,505,17634.531986
420.0,696,17679.749756
399.0,609,17717.756494
189.0,444,17744.335791
231.0,576,17772.18051
147.0,522,17803.049124
