# {"t_start": 1680548457.0830617, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-21.0,936,19.930666
-21.0,788,31.572159
-19.0,1068,48.910686
-21.0,763,60.780556
-21.0,790,73.117989
-21.0,851,86.490537
